alpha,beta,mcs,s0,s1,s2,s3,s4,s5,s6,s7,length,stable
0.45,0.6,100000,0.2518,0,0.3851,0,0.311,0,0,0.0521,100,false
0.45,0.65,10000,0,0.2235,0,0,0.7217,0,0,0.0548,100,false
0.45,0.65,50000,0,0.2235,0,0,0.7217,0,0,0.0548,100,true
0.45,0.65,100000,0,0.2235,0,0,0.7217,0,0,0.0548,100,true
0.45,0.7,10000,0,0.3426,0,0,0.6037,0,0,0.0537,100,false
0.45,0.7,50000,0,0.3426,0,0,0.6037,0,0,0.0537,100,true
0.45,0.7,100000,0,0.3426,0,0,0.6037,0,0,0.0537,100,true
0.45,0.75,10000,0,0.2583,0,0,0.6887,0,0,0.053,100,false
0.45,0.75,50000,0,0.2583,0,0,0.6887,0,0,0.053,100,true
0.45,0.75,100000,0,0.2583,0,0,0.6887,0,0,0.053,100,true
0.45,0.8,10000,0.2249,0.1006,0.2561,0.0957,0.2677,0,0,0.055,100,false
0.45,0.8,50000,0,0.3392,0,0,0.6058,0,0,0.055,100,false
0.45,0.8,100000,0,0.3392,0,0,0.6058,0,0,0.055,100,true
0.45,0.85,10000,0.2299,0.0681,0.3013,0.063,0.2784,0,0,0.0593,100,false
0.45,0.85,50000,0.1725,0.0772,0.3427,0.079,0.2693,0,0,0.0593,100,false
0.45,0.85,100000,0,0.3484,0,0,0.5923,0,0,0.0593,100,true
0.45,0.9,10000,0.1824,0.1659,0.1564,0.1766,0.2603,0,0,0.0584,100,false
0.45,0.9,50000,0.2176,0.1577,0.2177,0.143,0.2056,0,0,0.0584,100,false
0.45,0.9,100000,0,0.3715,0,0,0.5701,0,0,0.0584,100,false
0.45,0.95,10000,0.2415,0,0.461,0,0.242,0,0,0.0555,100,false
0.45,0.95,50000,0.1774,0,0.5034,0,0.2637,0,0,0.0555,100,false
0.45,0.95,100000,0.1878,0,0.5382,0,0.2185,0,0,0.0555,100,false
0.45,1,10000,0.133,0.2942,0.1003,0.1246,0.2893,0,0,0.0586,100,false
0.45,1,50000,0.2026,0.1077,0.21,0.1871,0.234,0,0,0.0586,100,false
0.45,1,100000,0.1259,0.125,0.1574,0.306,0.2271,0,0,0.0586,100,false
0.5,0,10000,0.6745,0.0007,0.0001,0.1368,0.0605,0.0379,0.043,0.0465,100,false
0.5,0,50000,0.6745,0.0007,0.0001,0.1368,0.0605,0.0379,0.043,0.0465,100,true
0.5,0,100000,0.6745,0.0007,0.0001,0.1368,0.0605,0.0379,0.043,0.0465,100,true
0.5,0.05,10000,0.5461,0.0003,0,0.3619,0,0.0193,0.0243,0.0481,100,false
0.5,0.05,50000,0.5461,0.0003,0,0.3619,0,0.0193,0.0243,0.0481,100,true
0.5,0.05,100000,0.5461,0.0003,0,0.3619,0,0.0193,0.0243,0.0481,100,true
0.5,0.1,10000,0.4905,0,0.0001,0.4305,0,0.0109,0.0247,0.0433,100,false
0.5,0.1,50000,0.4905,0,0.0001,0.4305,0,0.0109,0.0247,0.0433,100,true
0.5,0.1,100000,0.4905,0,0.0001,0.4305,0,0.0109,0.0247,0.0433,100,true
0.5,0.15,10000,0.4724,0,0,0.4488,0,0.0081,0.0192,0.0515,100,false
0.5,0.15,50000,0.4724,0,0,0.4488,0,0.0081,0.0192,0.0515,100,true
0.5,0.15,100000,0.4724,0,0,0.4488,0,0.0081,0.0192,0.0515,100,true
0.5,0.2,10000,0.5702,0.0001,0,0.3554,0,0.006,0.0169,0.0514,100,false
0.5,0.2,50000,0.5702,0.0001,0,0.3554,0,0.006,0.0169,0.0514,100,true
0.5,0.2,100000,0.5702,0.0001,0,0.3554,0,0.006,0.0169,0.0514,100,true
0.5,0.25,10000,0.6612,0.0001,0,0.2758,0,0.0044,0.0076,0.0509,100,false
0.5,0.25,50000,0.6612,0.0001,0,0.2758,0,0.0044,0.0076,0.0509,100,true
0.5,0.25,100000,0.6612,0.0001,0,0.2758,0,0.0044,0.0076,0.0509,100,true
0.5,0.3,10000,0.6727,0,0,0.2688,0,0.0027,0.0065,0.0493,100,false
0.5,0.3,50000,0.6727,0,0,0.2688,0,0.0027,0.0065,0.0493,100,true
0.5,0.3,100000,0.6727,0,0,0.2688,0,0.0027,0.0065,0.0493,100,true
0.5,0.35,10000,0.7396,0.0001,0,0.2041,0,0.0008,0.0057,0.0497,100,false
0.5,0.35,50000,0.7396,0.0001,0,0.2041,0,0.0008,0.0057,0.0497,100,true
0.5,0.35,100000,0.7396,0.0001,0,0.2041,0,0.0008,0.0057,0.0497,100,true
0.5,0.4,10000,0.7184,0,0,0.2244,0,0.001,0.0031,0.0531,100,false
0.5,0.4,50000,0.7184,0,0,0.2244,0,0.001,0.0031,0.0531,100,true
0.5,0.4,100000,0.7184,0,0,0.2244,0,0.001,0.0031,0.0531,100,true
0.5,0.45,10000,0.3833,0,0.254,0,0.3091,0,0,0.0536,100,false
0.5,0.45,50000,0.3378,0,0.2486,0,0.36,0,0,0.0536,100,false
0.5,0.45,100000,0.3819,0,0.2659,0,0.2986,0,0,0.0536,100,false
0.5,0.5,10000,0.3129,0,0.3076,0,0.3286,0,0,0.0509,100,false
0.5,0.5,50000,0.2888,0,0.3244,0,0.3359,0,0,0.0509,100,false
0.5,0.5,100000,0.3192,0,0.2926,0,0.3373,0,0,0.0509,100,false
0.5,0.55,10000,0.2745,0,0.39,0,0.2841,0,0,0.0514,100,false
0.5,0.55,50000,0.2885,0,0.3302,0,0.3299,0,0,0.0514,100,false
0.5,0.55,100000,0.3003,0,0.3217,0,0.3266,0,0,0.0514,100,false
0.5,0.6,10000,0.2864,0,0.3562,0,0.3044,0,0,0.053,100,false
0.5,0.6,50000,0.2506,0,0.3506,0,0.3458,0,0,0.053,100,false
0.5,0.6,100000,0.2767,0,0.3259,0,0.3444,0,0,0.053,100,false
0.5,0.65,10000,0.2797,0,0.4015,0,0.2625,0,0,0.0563,100,false
0.5,0.65,50000,0.2697,0,0.3771,0,0.2969,0,0,0.0563,100,false
0.5,0.65,100000,0.2937,0,0.382,0,0.268,0,0,0.0563,100,false
0.5,0.7,10000,0.2615,0,0.4284,0,0.2546,0,0,0.0555,100,false
0.5,0.7,50000,0.2433,0,0.3642,0,0.337,0,0,0.0555,100,false
0.5,0.7,100000,0.2636,0,0.3594,0,0.3215,0,0,0.0555,100,false
0.5,0.75,10000,0,0.2584,0,0,0.6898,0,0,0.0518,100,false
0.5,0.75,50000,0,0.2584,0,0,0.6898,0,0,0.0518,100,true
0.5,0.75,100000,0,0.2584,0,0,0.6898,0,0,0.0518,100,true
0.5,0.8,10000,0,0.3182,0,0,0.6273,0,0,0.0545,100,false
0.5,0.8,50000,0,0.3182,0,0,0.6273,0,0,0.0545,100,true
0.5,0.8,100000,0,0.3182,0,0,0.6273,0,0,0.0545,100,true
0.5,0.85,10000,0,0.326,0,0,0.6208,0,0,0.0532,100,false
0.5,0.85,50000,0,0.326,0,0,0.6208,0,0,0.0532,100,true
0.5,0.85,100000,0,0.326,0,0,0.6208,0,0,0.0532,100,true
0.5,0.9,10000,0,0.3175,0,0,0.6298,0,0,0.0527,100,false
0.5,0.9,50000,0,0.3175,0,0,0.6298,0,0,0.0527,100,true
0.5,0.9,100000,0,0.3175,0,0,0.6298,0,0,0.0527,100,true
0.5,0.95,10000,0.2407,0.0826,0.2189,0.1179,0.2829,0,0,0.057,100,false
0.5,0.95,50000,0.1653,0.1839,0.1917,0.0405,0.3616,0,0,0.057,100,false
0.5,0.95,100000,0.2146,0.1771,0.1035,0.1876,0.2602,0,0,0.057,100,false
0.5,1,10000,0.2027,0.1459,0.1516,0.0967,0.3487,0,0,0.0544,100,false
0.5,1,50000,0.3126,0,0,0.633,0,0,0,0.0544,100,true
0.5,1,100000,0.3126,0,0,0.633,0,0,0,0.0544,100,true
0.55,0,10000,0.6779,0.0011,0.0002,0.1221,0.0621,0.0404,0.0485,0.0477,100,false
0.55,0,50000,0.6779,0.0011,0.0002,0.1221,0.0621,0.0404,0.0485,0.0477,100,true
0.55,0,100000,0.6779,0.0011,0.0002,0.1221,0.0621,0.0404,0.0485,0.0477,100,true
0.55,0.05,10000,0.5337,0,0,0.3791,0,0.016,0.0247,0.0465,100,false
0.55,0.05,50000,0.5337,0,0,0.3791,0,0.016,0.0247,0.0465,100,true
0.55,0.05,100000,0.5337,0,0,0.3791,0,0.016,0.0247,0.0465,100,true
0.55,0.1,10000,0.5278,0,0,0.3932,0,0.012,0.0236,0.0434,100,false
0.55,0.1,50000,0.5278,0,0,0.3932,0,0.012,0.0236,0.0434,100,true
0.55,0.1,100000,0.5278,0,0,0.3932,0,0.012,0.0236,0.0434,100,true
0.55,0.15,10000,0.4901,0,0.0001,0.4413,0,0.0089,0.0193,0.0403,100,false
0.55,0.15,50000,0.4901,0,0.0001,0.4413,0,0.0089,0.0193,0.0403,100,true
0.55,0.15,100000,0.4901,0,0.0001,0.4413,0,0.0089,0.0193,0.0403,100,true
0.55,0.2,10000,0.5558,0,0,0.3733,0,0.0088,0.0152,0.0469,100,false
0.55,0.2,50000,0.5558,0,0,0.3733,0,0.0088,0.0152,0.0469,100,true
0.55,0.2,100000,0.5558,0,0,0.3733,0,0.0088,0.0152,0.0469,100,true
0.55,0.25,10000,0.6319,0,0,0.3064,0,0.0057,0.0076,0.0484,100,false
0.55,0.25,50000,0.6319,0,0,0.3064,0,0.0057,0.0076,0.0484,100,true
0.55,0.25,100000,0.6319,0,0,0.3064,0,0.0057,0.0076,0.0484,100,true
0.55,0.3,10000,0.5845,0,0,0.3572,0,0.0014,0.0051,0.0518,100,false
0.55,0.3,50000,0.5845,0,0,0.3572,0,0.0014,0.0051,0.0518,100,true
0.55,0.3,100000,0.5845,0,0,0.3572,0,0.0014,0.0051,0.0518,100,true
0.55,0.35,10000,0.6973,0,0,0.2449,0,0.0022,0.0057,0.0499,100,false
0.55,0.35,50000,0.6973,0,0,0.2449,0,0.0022,0.0057,0.0499,100,true
0.55,0.35,100000,0.6973,0,0,0.2449,0,0.0022,0.0057,0.0499,100,true
0.55,0.4,10000,0.6384,0,0,0.3128,0,0.0029,0.0045,0.0414,100,false
0.55,0.4,50000,0.6384,0,0,0.3128,0,0.0029,0.0045,0.0414,100,true
0.55,0.4,100000,0.6384,0,0,0.3128,0,0.0029,0.0045,0.0414,100,true
0.55,0.45,10000,0.3473,0,0.2833,0,0.3197,0,0,0.0497,100,false
0.55,0.45,50000,0.31,0,0.2868,0,0.3535,0,0,0.0497,100,false
0.55,0.45,100000,0.3519,0,0.2658,0,0.3326,0,0,0.0497,100,false
0.55,0.5,10000,0.3606,0,0.245,0,0.3431,0,0,0.0513,100,false
0.55,0.5,50000,0.3321,0,0.2864,0,0.3302,0,0,0.0513,100,false
0.55,0.5,100000,0.2878,0,0.3293,0,0.3316,0,0,0.0513,100,false
0.55,0.55,10000,0.3107,0,0.3521,0,0.2876,0,0,0.0496,100,false
0.55,0.55,50000,0.2812,0,0.3883,0,0.2809,0,0,0.0496,100,false
0.55,0.55,100000,0.2884,0,0.3664,0,0.2956,0,0,0.0496,100,false
0.55,0.6,10000,0.3155,0,0.3009,0,0.3327,0,0,0.0509,100,false
0.55,0.6,50000,0.3108,0,0.2956,0,0.3427,0,0,0.0509,100,false
0.55,0.6,100000,0.3476,0,0.324,0,0.2775,0,0,0.0509,100,false
0.55,0.65,10000,0.2648,0,0.324,0,0.3585,0,0,0.0527,100,false
0.55,0.65,50000,0.3164,0,0.3284,0,0.3025,0,0,0.0527,100,false
0.55,0.65,100000,0.2987,0,0.3388,0,0.3098,0,0,0.0527,100,false
0.55,0.7,10000,0.3105,0,0.3511,0,0.2839,0,0,0.0545,100,false
0.55,0.7,50000,0.2806,0,0.3283,0,0.3366,0,0,0.0545,100,false
0.55,0.7,100000,0.2491,0,0.4078,0,0.2886,0,0,0.0545,100,false
0.55,0.75,10000,0,0.4056,0,0,0.543,0,0,0.0514,100,false
0.55,0.75,50000,0,0.4056,0,0,0.543,0,0,0.0514,100,true
0.55,0.75,100000,0,0.4056,0,0,0.543,0,0,0.0514,100,true
0.55,0.8,10000,0,0.4354,0,0,0.509,0,0,0.0556,100,false
0.55,0.8,50000,0,0.4354,0,0,0.509,0,0,0.0556,100,true
0.55,0.8,100000,0,0.4354,0,0,0.509,0,0,0.0556,100,true
0.55,0.85,10000,0.221,0.3011,0.0795,0.0776,0.1495,0.067,0.0312,0.0731,100,false
0.55,0.85,50000,0,0.3748,0,0,0.5657,0,0,0.0595,100,true
0.55,0.85,100000,0,0.3748,0,0,0.5657,0,0,0.0595,100,true
