alpha,beta,gamma,mcs,s0,s1,s2,s3,s4,s5,s6,s7,length,stable
0.45,0.75,1,10000,0,0.251194,0,0.252748,0,0.251059,0,0.244998,800,false
0.4,0.75,1,500000,0,0.255178,0,0.245287,0,0.24687,0,0.252664,800,false
0.45,0.75,1,1000,0.0114031,0.251783,0.0122172,0.235725,0.0234047,0.213986,0.0179625,0.233519,800,false
0.45,0.75,1,10000,0,0.247086,0,0.252422,0,0.25235,0,0.248142,800,false
0.45,0.75,1,50000,0,0.251591,0,0.244269,0,0.24673,0,0.257411,800,false
0.45,0.75,1,50000,0,0.247989,0,0.255056,0,0.248386,0,0.248569,800,false
0.45,0.75,1,100000,0,0.242987,0,0.252933,0,0.250911,0,0.253169,800,false
0.45,0.75,1,100000,0,0.252658,0,0.247584,0,0.247317,0,0.252441,800,false
0.45,0.75,1,250000,0,0.250147,0,0.247006,0,0.245781,0,0.257066,800,false
0.45,0.75,1,250000,0,0.251491,0,0.255406,0,0.24387,0,0.249233,800,false
0.45,0.75,1,500000,0,0.245145,0,0.252894,0,0.252575,0,0.249386,800,false
0.5,0.75,1,1000,0.00267812,0.252275,0.000296875,0.245508,0.00494687,0.240663,0.00510469,0.248528,800,false
0.5,0.75,1,10000,0,0.248942,0,0.247508,0,0.253481,0,0.250069,800,false
0.45,0.75,1,500000,0,0.251516,0,0.245414,0,0.249862,0,0.253208,800,false
0.5,0.75,1,1000,0,0.250541,0,0.24342,0.00379531,0.238903,0.00414219,0.259198,800,false
0.5,0.75,1,10000,0,0.250556,0,0.24423,0,0.246033,0,0.259181,800,false
0.5,0.75,1,50000,0,0.245706,0,0.238877,0,0.258648,0,0.256769,800,false
0.5,0.75,1,50000,0,0.246269,0,0.247739,0,0.260742,0,0.24525,800,false
0.5,0.75,1,100000,0,0.246114,0,0.250266,0,0.262178,0,0.241442,800,false
0.5,0.75,1,100000,0,0.246155,0,0.25745,0,0.246127,0,0.250269,800,false
0.5,0.75,1,250000,0,0.252794,0,0.2457,0,0.253573,0,0.247933,800,false
0.5,0.75,1,250000,0,0.247969,0,0.255437,0,0.249511,0,0.247083,800,false
0.5,0.75,1,500000,0,0.252103,0,0.254325,0,0.245072,0,0.2485,800,false
0.55,0.75,1,1000,0,0.253834,9.375e-06,0.247773,0.00150938,0.242809,0.00158281,0.252481,800,false
0.5,0.75,1,500000,0,0.251905,0,0.250158,0,0.247964,0,0.249973,800,false
0.55,0.75,1,10000,0,0.253827,0,0.247236,0,0.246327,0,0.252611,800,false
0.55,0.75,1,1000,0,0.251744,0.000428125,0.244605,0.00220312,0.245098,0.00172656,0.254195,800,false
0.55,0.75,1,10000,0,0.257878,0,0.248183,0,0.249945,0,0.243994,800,false
0.55,0.75,1,50000,0,0.245186,0,0.256973,0,0.245873,0,0.251967,800,false
0.55,0.75,1,50000,0,0.248089,0,0.248606,0,0.2537,0,0.249605,800,false
0.55,0.75,1,100000,0,0.246572,0,0.257772,0,0.253731,0,0.241925,800,false
0.55,0.75,1,100000,0,0.249823,0,0.249073,0,0.254417,0,0.246686,800,false
0.55,0.75,1,250000,0,0.251669,0,0.248797,0,0.247702,0,0.251833,800,false
0.55,0.75,1,250000,0,0.247703,0,0.247019,0,0.256595,0,0.248683,800,false
0.55,0.75,1,500000,0,0.252936,0,0.2554,0,0.242383,0,0.249281,800,false
0.6,0.75,1,1000,0,0.259512,0,0.240259,0.000417188,0.244142,0.000885938,0.254783,800,false
0.55,0.75,1,500000,0,0.254252,0,0.250503,0,0.241398,0,0.253847,800,false
0.6,0.75,1,1000,0,0.245391,0,0.251955,0.000628125,0.248703,0.00054375,0.25278,800,false
0.6,0.75,1,10000,0,0.250639,0,0.248255,0,0.251394,0,0.249713,800,false
0.6,0.75,1,10000,0,0.242025,0,0.247645,0,0.258594,0,0.251736,800,false
0.6,0.75,1,50000,0,0.240597,0,0.249978,0,0.2578,0,0.251625,800,false
0.6,0.75,1,50000,0,0.248009,0,0.251334,0,0.249697,0,0.250959,800,false
0.6,0.75,1,100000,0,0.242266,0,0.248291,0,0.253992,0,0.255452,800,false
0.6,0.75,1,100000,0,0.256873,0,0.251123,0,0.241898,0,0.250105,800,false
0.6,0.75,1,250000,0,0.254005,0,0.251631,0,0.244467,0,0.249897,800,false
0.6,0.75,1,250000,0,0.242875,0,0.256566,0,0.247542,0,0.253017,800,false
0.6,0.75,1,500000,0,0.25388,0,0.241378,0,0.250864,0,0.253878,800,false
0.65,0.75,1,1000,0,0.247311,0,0.241639,0.000153125,0.250148,0,0.260748,800,false
0.6,0.75,1,500000,0,0.249166,0,0.248441,0,0.245717,0,0.256677,800,false
0.65,0.75,1,1000,0,0.250656,0,0.246517,0,0.253748,0,0.249078,800,false
0.65,0.75,1,10000,0,0.244695,0,0.253336,0,0.255391,0,0.246578,800,false
0.65,0.75,1,10000,0,0.252581,0,0.249797,0,0.244291,0,0.253331,800,false
0.65,0.75,1,50000,0,0.246733,0,0.255597,0,0.252177,0,0.245494,800,false
0.65,0.75,1,50000,0,0.24438,0,0.252608,0,0.255148,0,0.247864,800,false
0.65,0.75,1,100000,0,0.243363,0,0.244597,0,0.253542,0,0.258498,800,false
0.65,0.75,1,100000,0,0.252944,0,0.243284,0,0.246787,0,0.256984,800,false
0.65,0.75,1,250000,0,0.246613,0,0.256572,0,0.251513,0,0.245303,800,false
0.65,0.75,1,250000,0,0.256334,0,0.257286,0,0.246797,0,0.239583,800,false
