MCS,ROCK,PAPER,SCISSORS,LIZARD,SPOCK
7646,4.1725,0,26.8125,33.135,29.805
7647,4.1475,0,26.885,33.1025,29.84
7648,4.1425,0,26.9975,32.9875,29.6975
7649,4.2225,0,27.065,33.035,29.62
7650,4.1925,0,27.1075,33.0275,29.705
7651,4.215,0,27.16,33.0075,29.6525
7652,4.215,0,27.2175,33.0775,29.68
7653,4.2625,0,27.29,33.0025,29.6575
7654,4.2625,0,27.2075,32.8175,29.6925
7655,4.275,0,27.08,32.79,29.6725
7656,4.285,0,27.1425,32.7775,29.6525
7657,4.355,0,27.3375,32.67,29.56
7658,4.4125,0,27.4925,32.7125,29.3875
7659,4.4175,0,27.6125,32.6525,29.23
7660,4.4425,0,27.65,32.675,29.2325
7661,4.445,0,27.6175,32.785,29.195
7662,4.4925,0,27.585,32.79,29.13
7663,4.5075,0,27.6625,32.8475,28.9375
7664,4.5525,0,27.685,32.76,28.935
7665,4.535,0,27.72,32.84,28.955
7666,4.515,0,27.775,32.7725,28.88
7667,4.4875,0,27.67,32.86,28.865
7668,4.4675,0,27.665,32.815,28.765
7669,4.4925,0,27.86,32.8275,28.87
7670,4.5,0,27.84,32.76,28.895
7671,4.475,0,27.915,32.595,28.81
7672,4.5275,0,27.98,32.5175,28.93
7673,4.56,0,28.0225,32.5125,28.8325
7674,4.575,0,28.16,32.4025,28.855
7675,4.595,0,28.0975,32.33,28.7925
7676,4.6,0,28.23,32.2725,28.85
7677,4.54,0,28.18,32.29,28.9175
7678,4.64,0,28.12,32.2225,28.9475
7679,4.6325,0,28.2925,32.1475,28.9125
7680,4.605,0,28.225,31.925,29.045
7681,4.615,0,28.12,31.855,29.195
7682,4.58,0,28,31.785,29.495
7683,4.5475,0,28.03,31.715,29.5125
7684,4.515,0,28.09,31.6275,29.525
7685,4.6,0,27.99,31.4325,29.7325
7686,4.5625,0,27.905,31.4975,29.8325
7687,4.5825,0,27.9275,31.36,29.82
7688,4.5925,0,27.8775,31.255,29.91
7689,4.595,0,27.9325,31.3525,30.09
7690,4.5775,0,27.7825,31.2425,30.215
7691,4.5775,0,27.6675,31.0025,30.4425
7692,4.65,0,27.76,30.9625,30.4125
7693,4.6125,0,27.7975,30.8575,30.4975
7694,4.59,0,27.6725,30.8225,30.61
7695,4.5525,0,27.6,30.8675,30.7775
7696,4.5675,0,27.5825,30.885,30.7975
7697,4.565,0,27.55,30.73,30.82
7698,4.4825,0,27.4825,30.6875,31.0425
7699,4.45,0,27.485,30.6325,31.2675
7700,4.435,0,27.5175,30.495,31.4675
7701,4.415,0,27.3425,30.21,31.775
7702,4.3425,0,27.3375,30.275,31.8575
7703,4.37,0,27.2525,30.195,32.145
7704,4.33,0,27.27,30.09,32.275
7705,4.2525,0,27.1225,29.9375,32.4175
7706,4.22,0,27.0025,29.88,32.6575
7707,4.165,0,26.9075,29.925,33.0175
7708,4.1325,0,26.8575,30.0375,33.095
7709,4.0025,0,26.8425,29.97,33.3675
7710,3.9925,0,26.7325,29.915,33.5625
7711,3.9125,0,26.6275,29.85,33.65
7712,3.8475,0,26.405,29.82,33.65
7713,3.73,0,26.365,29.915,33.845
7714,3.685,0,26.215,30.12,33.96
7715,3.5575,0,26.2,30.17,34.04
7716,3.5375,0,26.0525,30.1675,34.2475
7717,3.4475,0,25.94,30.1925,34.39
7718,3.455,0,25.84,30.315,34.475
7719,3.41,0,25.855,30.3925,34.435
7720,3.34,0,25.605,30.5,34.57
7721,3.3275,0,25.4425,30.6225,34.605
7722,3.3475,0,25.315,30.64,34.685
7723,3.305,0,25.1425,30.72,34.755
7724,3.24,0,24.985,30.685,34.81
7725,3.215,0,25.0825,30.67,34.75
7726,3.205,0,24.9925,30.9525,34.645
7727,3.16,0,24.9925,31.1075,34.685
7728,3.095,0,24.9175,31.355,34.5875
7729,3.0375,0,24.84,31.71,34.495
7730,2.975,0,24.865,31.865,34.4125
7731,2.9675,0,24.785,31.9075,34.32
7732,2.94,0,24.7325,32.125,34.225
7733,2.9,0,24.4825,32.2325,34.405
7734,2.8775,0,24.53,32.465,34.1875
7735,2.83,0,24.495,32.485,34.0575
7736,2.83,0,24.3825,32.7125,33.885
7737,2.8075,0,24.51,32.7925,33.715
7738,2.795,0,24.3375,33.035,33.71
7739,2.73,0,24.395,33.2475,33.5875
7740,2.7,0,24.35,33.37,33.485
7741,2.6925,0,24.2825,33.625,33.16
7742,2.735,0,24.25,33.945,33.045
7743,2.755,0,24.2,33.9275,33.1275
7744,2.755,0,24.22,33.945,32.9175
7745,2.78,0,24.27,34.07,32.665
7746,2.82,0,24.27,34.2225,32.575
7747,2.7725,0,24.225,34.36,32.305
7748,2.8175,0,24.2275,34.475,32.3075
7749,2.825,0,24.3475,34.6675,32.1275
7750,2.8325,0,24.3525,34.645,31.8825
7751,2.875,0,24.44,34.7325,31.6025
7752,2.8875,0,24.6,34.605,31.5525
7753,2.93,0,24.705,34.735,31.4325
7754,2.9275,0,24.83,34.77,31.3175
7755,2.96,0,25.0625,34.755,31.1225
7756,3.0325,0,25.0775,34.735,30.8775
7757,3.0875,0,25.12,34.6775,30.875
7758,3.1075,0,25.4225,34.705,30.7025
7759,3.0925,0,25.5225,34.9,30.4975
7760,3.09,0,25.61,34.8225,30.1625
7761,3.115,0,25.6725,34.95,30.0425
7762,3.16,0,25.89,35.0875,29.825
7763,3.175,0,26.0175,35.01,29.7075
7764,3.2125,0,25.99,35.155,29.5525
7765,3.195,0,26.02,35.045,29.4725
7766,3.23,0,26.2425,35.03,29.305
7767,3.2325,0,26.2225,35.07,29.1
7768,3.26,0,26.395,35.075,29.0725
7769,3.335,0,26.6,35,28.7325
7770,3.3575,0,26.78,35.0175,28.4825
7771,3.4025,0,26.9175,35.08,28.415
7772,3.415,0,26.965,35.135,28.3075
7773,3.4375,0,27.2125,35,28.1175
7774,3.4975,0,27.3075,34.96,27.9075
7775,3.5525,0,27.595,34.8225,27.8175
7776,3.5675,0,27.7325,34.86,27.7225
7777,3.595,0,27.95,34.555,27.685
7778,3.635,0,28.115,34.465,27.595
7779,3.6675,0,28.25,34.4225,27.5675
7780,3.6825,0,28.3925,34.4875,27.55
7781,3.7325,0,28.54,34.2075,27.515
7782,3.81,0,28.6975,34.1175,27.3825
7783,3.88,0,28.8675,34.04,27.185
7784,3.925,0,28.8675,34.0275,27.085
7785,3.94,0,29.0675,33.8825,27.0925
7786,3.925,0,29.17,33.8275,27.01
7787,3.98,0,29.3775,33.5875,27.055
7788,4.04,0,29.5875,33.35,26.985
7789,4.04,0,29.6425,33.2075,27.025
7790,4.0525,0,29.79,33.025,26.9875
7791,4.06,0,29.915,32.79,27.0425
7792,4.0875,0,30.1775,32.6525,26.915
7793,4.085,0,30.155,32.36,27.0175
7794,4.135,0,30.155,32.3275,27.2525
7795,4.14,0,30.215,32.0125,27.2975
7796,4.1575,0,30.5225,31.745,27.245
7797,4.1975,0,30.7525,31.665,27.2875
7798,4.2575,0,30.6475,31.54,27.5225
7799,4.2575,0,30.6275,31.3875,27.6925
7800,4.2875,0,30.685,31.065,27.825
7801,4.3375,0,30.925,30.8225,27.855
7802,4.3625,0,30.9325,30.55,28.065
7803,4.3875,0,31.1025,30.315,28.1525
7804,4.3575,0,31.0625,30.07,28.4275
7805,4.4025,0,31.065,30.0025,28.6075
7806,4.4125,0,31.025,29.8275,28.735
7807,4.415,0,31.15,29.6875,28.875
7808,4.43,0,31.0725,29.4725,29.125
7809,4.4475,0,30.9175,29.24,29.3675
7810,4.47,0,30.8275,29.15,29.6075
7811,4.5,0,30.9325,28.8875,29.695
7812,4.515,0,30.8825,28.6625,30.0425
7813,4.5575,0,30.7875,28.4375,30.2725
7814,4.6075,0,30.7025,28.2975,30.5075
7815,4.64,0,30.69,27.9975,30.675
7816,4.635,0,30.68,27.7725,30.855
7817,4.6625,0,30.7875,27.555,31.1375
7818,4.725,0,30.7,27.3575,31.35
7819,4.7575,0,30.535,27.17,31.52
7820,4.805,0,30.535,27.03,31.61
7821,4.805,0,30.535,26.87,31.79
7822,4.825,0,30.455,26.8125,32.0675
7823,4.835,0,30.4375,26.695,32.31
7824,4.9,0,30.23,26.6075,32.39
7825,4.9525,0,30.0025,26.51,32.585
7826,4.98,0,29.6925,26.5625,32.7575
7827,4.9575,0,29.485,26.5625,32.935
7828,4.99,0,29.36,26.49,33.1775
7829,4.9575,0,29.175,26.44,33.495
7830,5.01,0,29.105,26.3675,33.6725
7831,5.03,0,28.865,26.555,33.745
7832,5.025,0,28.74,26.6,33.855
7833,5.065,0,28.4975,26.605,33.9325
7834,5.0825,0,28.245,26.6,34.1475
7835,5.1325,0,28.0175,26.6625,34.2475
7836,5.0625,0,27.81,26.7625,34.3675
7837,5.1,0,27.79,26.605,34.55
7838,5.0725,0,27.5725,26.7625,34.7125
7839,5.09,0,27.5575,26.8,34.69
7840,5.1125,0,27.3075,26.9025,34.915
7841,5.0575,0,27.195,26.9925,34.9625
7842,5.095,0,26.85,27.1125,35.06
7843,5.04,0,26.6675,27.2125,35.12
7844,4.9975,0,26.6825,27.345,35.105
7845,4.9725,0,26.405,27.4025,35.1975
7846,4.95,0,26.19,27.4125,35.4275
7847,4.9025,0,26,27.505,35.5025
7848,4.8525,0,25.885,27.63,35.6075
7849,4.8375,0,25.55,27.855,35.86
7850,4.7625,0,25.455,27.965,35.905
7851,4.7825,0,25.35,28.0225,36.1175
7852,4.77,0,25.1225,28.13,36.185
7853,4.7725,0,24.96,28.225,36.255
7854,4.725,0,24.58,28.33,36.3125
7855,4.685,0,24.36,28.57,36.4625
7856,4.6075,0,24.325,28.6125,36.57
7857,4.6025,0,24.1875,28.635,36.585
7858,4.6175,0,24.12,28.7625,36.45
7859,4.59,0,24.1025,28.985,36.4
7860,4.54,0,24.0175,29.1175,36.515
7861,4.5025,0,23.96,29.3375,36.4525
7862,4.44,0,23.8275,29.5025,36.295
7863,4.3675,0,23.5825,29.8075,36.2425
7864,4.2775,0,23.435,30.0725,36.155
7865,4.2325,0,23.355,30.06,36.1175
7866,4.1775,0,23.325,30.1475,36.075
7867,4.07,0,23.2525,30.29,36.1475
7868,4.0125,0,23.01,30.535,36.395
7869,3.9825,0,22.855,30.8,36.18
7870,3.9575,0,22.665,31.0475,36.135
7871,3.9125,0,22.785,31.0525,35.9775
7872,3.855,0,22.6075,31.1425,36.0075
7873,3.85,0,22.5725,31.4175,35.8975
7874,3.79,0,22.435,31.6775,35.8775
7875,3.74,0,22.365,31.8775,35.8475
7876,3.6725,0,22.2025,32.1475,35.8325
7877,3.6925,0,22.1925,32.44,35.715
7878,3.655,0,22.0375,32.7275,35.6125
7879,3.625,0,21.8775,32.925,35.3925
7880,3.5325,0,21.7975,33.205,35.22
7881,3.5,0,21.7075,33.465,35.0825
7882,3.455,0,21.795,33.675,35.06
7883,3.435,0,21.67,33.875,34.985
7884,3.37,0,21.595,34.0775,34.78
7885,3.37,0,21.6875,34.3425,34.4875
7886,3.315,0,21.665,34.5475,34.335
7887,3.305,0,21.7325,34.7675,34.1125
7888,3.2925,0,21.745,34.86,33.7875
7889,3.2375,0,21.7825,35.1825,33.57
7890,3.1975,0,21.755,35.4275,33.565
7891,3.19,0,21.84,35.5875,33.37
7892,3.1925,0,21.915,35.64,33.07
7893,3.2275,0,21.86,35.81,32.8975
7894,3.215,0,22.015,35.955,32.655
7895,3.195,0,22.065,36.195,32.4325
7896,3.19,0,22.27,36.3525,32.0925
7897,3.2175,0,22.3475,36.3625,31.8675
7898,3.195,0,22.5875,36.3075,31.8375
7899,3.205,0,22.5925,36.4475,31.5775
7900,3.19,0,22.9025,36.44,31.3825
7901,3.1825,0,23.0575,36.435,31.2075
7902,3.2225,0,23.25,36.4725,30.9675
7903,3.2225,0,23.375,36.545,30.7125
7904,3.17,0,23.64,36.7125,30.495
7905,3.155,0,23.8125,36.6775,30.1425
7906,3.16,0,23.8775,36.885,29.9925
7907,3.1825,0,24.24,36.845,29.755
7908,3.2125,0,24.4525,36.815,29.415
7909,3.22,0,24.7575,36.8525,29.115
7910,3.22,0,24.8825,36.9625,28.7975
7911,3.215,0,25.09,36.9575,28.52
7912,3.2575,0,25.35,36.99,28.275
7913,3.2225,0,25.6075,36.9825,27.9425
7914,3.245,0,25.975,36.9525,27.78
7915,3.2825,0,26.32,36.88,27.46
7916,3.26,0,26.595,36.8875,27.0625
7917,3.325,0,26.7375,36.93,26.85
7918,3.325,0,26.99,36.955,26.6525
7919,3.3625,0,27.29,37.02,26.515
7920,3.32,0,27.51,37.02,26.265
7921,3.3075,0,27.8375,36.8575,26.0425
7922,3.2925,0,27.9975,36.8975,26.0175
7923,3.335,0,28.1025,36.6575,26.065
7924,3.3075,0,28.3075,36.6325,25.905
7925,3.25,0,28.395,36.3975,25.8325
7926,3.255,0,28.68,36.275,25.785
7927,3.2575,0,28.8325,36.1925,25.6
7928,3.28,0,28.8775,36.0225,25.6775
7929,3.3575,0,29.0775,35.9275,25.4875
7930,3.345,0,29.35,35.7175,25.575
7931,3.325,0,29.4075,35.5075,25.595
7932,3.3475,0,29.465,35.3675,25.4175
7933,3.365,0,29.6625,35.155,25.595
7934,3.4325,0,29.9525,34.865,25.68
7935,3.4475,0,30.0975,34.5525,25.87
7936,3.4725,0,30.235,34.33,25.88
7937,3.5075,0,30.3225,34.12,26.02
7938,3.5275,0,30.535,33.8125,26.0825
7939,3.55,0,30.605,33.4725,26.2125
7940,3.6275,0,30.6875,33.2075,26.3225
7941,3.71,0,30.7225,32.9725,26.4175
7942,3.72,0,30.8575,32.81,26.5475
7943,3.8,0,30.8825,32.5725,26.6875
7944,3.8175,0,30.9575,32.2575,26.9075
7945,3.84,0,31.0475,31.8525,27.2775
7946,3.9075,0,31.1225,31.3975,27.55
7947,4.015,0,31.2875,31.0725,27.765
7948,3.9875,0,31.355,30.545,27.98
7949,4.0475,0,31.2775,30.3175,28.18
7950,4.11,0,31.27,30.095,28.3625
7951,4.155,0,31.3,29.89,28.6975
7952,4.215,0,31.295,29.6625,28.89
7953,4.23,0,31.215,29.335,29.125
7954,4.195,0,31.2075,28.965,29.485
7955,4.2425,0,31.1425,28.81,29.64
7956,4.2525,0,31.1125,28.4525,29.98
7957,4.305,0,31.185,28.2925,30.1925
7958,4.3,0,31.0125,28.0075,30.5625
7959,4.285,0,31.02,27.7625,30.73
7960,4.315,0,30.965,27.5725,30.9575
7961,4.315,0,30.9425,27.3625,31.205
7962,4.3575,0,30.8975,27.1475,31.3925
7963,4.4325,0,30.9825,26.99,31.5625
7964,4.4775,0,30.79,26.8425,31.835
7965,4.5225,0,30.755,26.605,32.015
7966,4.5025,0,30.6725,26.355,32.305
7967,4.5225,0,30.57,26.2925,32.56
7968,4.47,0,30.64,26.115,32.8025
7969,4.5275,0,30.4925,26.1025,32.845
7970,4.5075,0,30.2875,25.995,33.22
7971,4.5575,0,30.1125,25.855,33.395
7972,4.5875,0,30.1275,25.7925,33.5875
7973,4.6125,0,30.0125,25.69,33.745
7974,4.6225,0,29.8525,25.6075,33.9325
7975,4.5825,0,29.595,25.6725,34.1975
7976,4.6125,0,29.3375,25.64,34.3275
7977,4.615,0,29.13,25.6925,34.64
7978,4.5575,0,28.8925,25.5775,34.895
7979,4.5175,0,28.7025,25.5975,35.0925
7980,4.515,0,28.5775,25.695,35.2925
7981,4.55,0,28.38,25.7075,35.425
7982,4.5825,0,28.2825,25.63,35.5575
7983,4.5275,0,28.1475,25.735,35.6175
7984,4.48,0,27.83,25.835,35.775
7985,4.545,0,27.5025,25.89,35.885
7986,4.5375,0,27.4925,25.9675,35.9525
7987,4.5475,0,27.3625,26.0425,36.1
7988,4.575,0,27.24,26.0675,36.2375
7989,4.56,0,27.015,26.1675,36.3075
7990,4.5,0,26.8525,26.2625,36.42
7991,4.4325,0,26.585,26.4475,36.54
7992,4.4325,0,26.44,26.6,36.615
7993,4.3875,0,26.2775,26.8025,36.6825
7994,4.32,0,26.1975,26.88,36.7425
7995,4.2875,0,25.8775,26.9575,36.8225
7996,4.25,0,25.82,27.09,36.86
7997,4.26,0,25.625,27.2425,36.9525
7998,4.215,0,25.52,27.35,36.9625
7999,4.1575,0,25.305,27.5,36.9525
8000,4.115,0,25.2975,27.4675,37.005
8001,4.0775,0,25.25,27.6475,36.9375
8002,4.0625,0,25.1975,27.785,36.9325
8003,4.06,0,25.0775,27.9775,36.9575
8004,4.045,0,25.0175,28.135,37.015
8005,3.9725,0,24.815,28.3575,37.045
8006,3.92,0,24.635,28.4775,37.035
8007,3.8775,0,24.585,28.6375,37.015
8008,3.8375,0,24.445,28.855,36.9425
8009,3.835,0,24.295,29.065,36.8825
8010,3.77,0,24.24,29.1625,36.86
8011,3.775,0,24.2975,29.2975,36.5775
8012,3.7675,0,24.2775,29.5425,36.255
8013,3.7225,0,24.1975,29.725,36.1475
8014,3.715,0,24.375,30.12,36.1
8015,3.635,0,24.2625,30.275,35.88
8016,3.585,0,24.2225,30.365,35.8075
8017,3.53,0,24.33,30.62,35.585
8018,3.4825,0,24.185,30.7525,35.365
8019,3.5,0,24.2775,30.9525,35.215
8020,3.47,0,24.2325,31.2,35
8021,3.4225,0,24.3125,31.4475,34.755
8022,3.3825,0,24.2525,31.535,34.685
8023,3.4125,0,24.375,31.625,34.6275
8024,3.385,0,24.575,31.595,34.5225
8025,3.3325,0,24.7275,31.6575,34.2825
8026,3.31,0,24.8025,31.7575,34.055
8027,3.2,0,24.7375,32.055,33.85
8028,3.1675,0,24.8325,32.32,33.7275
8029,3.17,0,24.95,32.4225,33.5675
8030,3.19,0,24.9975,32.4575,33.4275
8031,3.185,0,25.005,32.675,33.075
8032,3.2,0,25.0975,32.8925,32.8925
8033,3.185,0,25.2475,32.9725,32.69
8034,3.1725,0,25.36,33.0775,32.42
8035,3.13,0,25.52,33.185,32.1975
8036,3.08,0,25.64,33.3,31.98
8037,3.1225,0,25.8325,33.3875,31.8875
8038,3.1225,0,25.965,33.375,31.6325
8039,3.1325,0,26.04,33.515,31.3125
8040,3.1,0,26.235,33.6075,31.0975
8041,3.0575,0,26.355,33.6475,30.91
8042,3.05,0,26.59,33.6325,30.5725
8043,3.0275,0,26.8025,33.77,30.34
8044,2.985,0,26.93,33.895,30.1475
8045,2.995,0,26.9675,34.11,30.005
8046,2.9075,0,27.0075,34.1475,30.0325
8047,2.92,0,27.145,34.165,29.86
8048,2.92,0,27.2425,34.1,29.8
8049,2.95,0,27.395,34.01,29.745
8050,2.9325,0,27.5325,33.9425,29.69
8051,2.92,0,27.535,33.84,29.6175
8052,2.9075,0,27.6325,33.77,29.6225
8053,2.86,0,27.785,33.605,29.6875
8054,2.8375,0,27.8625,33.675,29.615
8055,2.845,0,27.955,33.6525,29.635
8056,2.87,0,27.8775,33.655,29.63
8057,2.895,0,28,33.4575,29.54
8058,2.94,0,27.995,33.46,29.6175
8059,2.9975,0,28.0775,33.46,29.59
8060,2.9725,0,28.0775,33.32,29.5625
8061,2.97,0,28.135,33.2925,29.57
8062,2.99,0,28.24,33.3725,29.455
8063,3.005,0,28.245,33.1325,29.395
8064,3.0175,0,28.24,33.12,29.4475
8065,3,0,28.2125,33.045,29.555
8066,3.005,0,28.25,33.0925,29.5025
8067,3.0025,0,28.375,33.08,29.335
8068,3.035,0,28.23,33.0575,29.3875
8069,3.05,0,28.2325,33.0825,29.415
8070,3.045,0,28.325,33.16,29.36
8071,3.06,0,28.3775,33.2325,29.365
8072,3.12,0,28.495,32.9825,29.3
8073,3.1025,0,28.58,32.8625,29.3675
8074,3.1325,0,28.69,32.71,29.3275
8075,3.1975,0,28.77,32.5675,29.5
8076,3.265,0,28.77,32.43,29.61
8077,3.32,0,28.735,32.39,29.5375
8078,3.3875,0,28.75,32.3675,29.5725
8079,3.415,0,28.6875,32.285,29.5625
8080,3.455,0,28.73,32.315,29.6625
8081,3.465,0,28.88,32.18,29.635
8082,3.505,0,28.765,32.0475,29.675
8083,3.5575,0,28.915,32.1125,29.715
8084,3.5925,0,28.9575,31.905,29.8075
8085,3.6025,0,28.9025,31.63,29.835
8086,3.61,0,28.955,31.6125,29.96
8087,3.625,0,28.975,31.595,29.905
8088,3.645,0,29.0075,31.525,30.02
8089,3.67,0,28.9625,31.5275,30.05
8090,3.645,0,28.98,31.395,30.055
8091,3.675,0,28.825,31.3775,30.1975
8092,3.7275,0,28.8675,31.295,30.1875
8093,3.7925,0,28.8325,31.2675,30.31
8094,3.88,0,28.765,30.9875,30.2875
8095,3.9475,0,28.835,31.0425,30.3575
8096,3.9375,0,28.7975,31.0675,30.425
8097,3.97,0,28.5725,31.04,30.4925
8098,4.06,0,28.5625,30.96,30.7175
8099,4.05,0,28.345,30.81,30.67
8100,4.1075,0,28.3075,30.75,30.85
8101,4.13,0,28.3025,30.6475,31.1225
8102,4.16,0,28.1275,30.6225,31.2575
8103,4.15,0,27.9825,30.49,31.455
8104,4.1225,0,27.955,30.3725,31.5
8105,4.155,0,27.8975,30.325,31.6925
8106,4.115,0,27.7925,30.1575,31.88
8107,4.0975,0,27.8225,30.1475,31.9675
8108,4.095,0,27.765,30.005,31.9725
8109,4.0875,0,27.7025,29.88,32.1975
8110,4.115,0,27.6675,29.785,32.335
8111,4.0675,0,27.7,29.8425,32.6
8112,4.02,0,27.6425,29.63,32.8575
8113,3.995,0,27.6025,29.51,32.895
8114,3.975,0,27.5125,29.525,33.0375
8115,3.97,0,27.325,29.5225,32.995
8116,3.915,0,27.35,29.555,33.03
8117,3.9175,0,27.1675,29.6175,33.14
8118,3.8975,0,27.1425,29.69,33.2475
8119,3.8875,0,26.94,29.955,33.4225
8120,3.815,0,26.87,29.805,33.5125
8121,3.79,0,26.8025,29.885,33.69
8122,3.7925,0,26.785,29.8275,33.7475
8123,3.7925,0,26.765,29.925,33.7075
8124,3.76,0,26.705,29.86,33.7925
8125,3.7825,0,26.505,29.82,33.925
8126,3.77,0,26.45,29.9725,33.9525
8127,3.73,0,26.235,29.98,34.0725
8128,3.6975,0,26.1875,29.97,34.1675
8129,3.6725,0,26.1675,29.93,34.325
8130,3.68,0,26.1975,29.885,34.415
8131,3.635,0,26.23,29.9575,34.5025
8132,3.56,0,26.155,30.02,34.4925
8133,3.5425,0,26.0575,30.025,34.5125
8134,3.545,0,25.875,30.215,34.3875
8135,3.525,0,25.915,30.4025,34.4475
8136,3.44,0,25.79,30.4875,34.355
8137,3.35,0,25.7025,30.6525,34.25
8138,3.335,0,25.7475,30.7175,34.0775
8139,3.2625,0,25.695,30.8875,34.08
8140,3.28,0,25.615,30.985,34.0575
8141,3.28,0,25.6,31.2375,33.9575
8142,3.2675,0,25.665,31.1775,33.95
8143,3.2625,0,25.71,31.295,33.835
8144,3.2675,0,25.69,31.3075,33.88
8145,3.2675,0,25.785,31.375,33.755
8146,3.185,0,25.8525,31.3925,33.66
8147,3.155,0,25.98,31.4125,33.5875
8148,3.125,0,26.055,31.375,33.5025
8149,3.0875,0,26.245,31.335,33.49
8150,3.0775,0,26.155,31.5025,33.445
8151,3.0475,0,26.1425,31.605,33.235
8152,3.02,0,26.205,31.525,33.2025
8153,3.0525,0,26.385,31.7125,33.1175
8154,2.975,0,26.3875,31.7175,32.9725
8155,2.9975,0,26.3325,31.885,32.9
8156,2.965,0,26.4375,31.9025,32.8125
8157,2.9175,0,26.41,31.8975,32.8225
8158,2.9425,0,26.36,32.02,32.675
8159,2.95,0,26.4375,32.11,32.5825
8160,2.9325,0,26.6,32.14,32.5025
8161,2.91,0,26.5125,32.29,32.5025
8162,2.93,0,26.525,32.2625,32.415
8163,2.8875,0,26.5675,32.35,32.255
8164,2.855,0,26.575,32.2875,32.21
8165,2.8675,0,26.5725,32.59,31.94
8166,2.8475,0,26.645,32.71,31.895
8167,2.89,0,26.6425,32.5475,31.85
8168,2.93,0,26.715,32.455,31.635
8169,2.9175,0,26.675,32.6675,31.5325
8170,2.88,0,26.7025,32.94,31.4625
8171,2.88,0,26.7325,33.12,31.215
8172,2.9375,0,26.74,33.11,31.05
8173,2.9375,0,26.7075,33.2,31.0175
8174,2.9875,0,26.5525,33.36,30.965
8175,2.9975,0,26.5125,33.455,30.935
8176,3.0325,0,26.4325,33.555,31.0225
8177,3.0225,0,26.52,33.5725,30.99
8178,3.0175,0,26.6125,33.4775,30.9425
8179,3.03,0,26.6375,33.535,30.9075
8180,3.03,0,26.61,33.535,30.7925
8181,3.05,0,26.6025,33.4775,30.735
8182,3.035,0,26.615,33.5025,30.8925
8183,3.03,0,26.4675,33.5425,30.865
8184,3.065,0,26.325,33.685,30.8225
8185,3.1,0,26.4275,33.8375,30.78
8186,3.045,0,26.3325,33.8225,30.795
8187,3.09,0,26.3525,33.875,30.7975
8188,3.0875,0,26.32,33.9125,30.7725
8189,3.11,0,26.3875,33.915,30.655
8190,3.115,0,26.275,33.9775,30.6575
8191,3.155,0,26.3175,34.1575,30.6
8192,3.215,0,26.3375,34.205,30.57
8193,3.23,0,26.35,34.1575,30.405
8194,3.28,0,26.4725,34.05,30.2525
8195,3.28,0,26.57,34.145,30.035
8196,3.3275,0,26.6,34.14,29.9325
8197,3.3575,0,26.6075,34.1875,29.97
8198,3.4125,0,26.6525,34.2025,29.8025
8199,3.3875,0,26.66,34.3175,29.6525
8200,3.43,0,26.75,34.4325,29.4975
8201,3.4225,0,26.805,34.38,29.4525
8202,3.445,0,26.8425,34.3425,29.4675
8203,3.5025,0,26.83,34.4,29.3875
8204,3.5475,0,26.8625,34.365,29.465
8205,3.515,0,26.945,34.22,29.455
8206,3.55,0,27.13,34.2225,29.33
8207,3.5525,0,27.05,34.115,29.4825
8208,3.565,0,27.1725,34.0325,29.35
8209,3.625,0,27.25,33.965,29.31
8210,3.6875,0,27.335,33.66,29.3225
8211,3.7525,0,27.3875,33.5225,29.4025
8212,3.8,0,27.5225,33.4675,29.51
8213,3.8275,0,27.45,33.255,29.49
8214,3.815,0,27.4975,33.2375,29.375
8215,3.85,0,27.4525,33.1575,29.57
8216,3.8875,0,27.415,33.0475,29.7075
8217,3.9325,0,27.42,32.94,29.79
8218,3.9775,0,27.4775,32.78,29.795
8219,3.99,0,27.63,32.5825,29.8725
8220,4.005,0,27.635,32.505,29.99
8221,4.01,0,27.64,32.3375,29.955
8222,4.0575,0,27.6125,32.1925,30.105
8223,4.0625,0,27.5675,32.155,30.0825
8224,4.09,0,27.53,32.175,30.13
8225,4.1575,0,27.5625,32.15,30.1575
8226,4.1175,0,27.605,32.28,30.1025
8227,4.1125,0,27.6275,32.165,30.1825
8228,4.175,0,27.675,32.0475,30.1425
8229,4.1775,0,27.685,32.045,30.2
8230,4.205,0,27.735,31.9025,30.145
8231,4.21,0,27.7225,31.9375,30.045
8232,4.22,0,27.825,31.845,30.105
8233,4.255,0,27.82,31.735,30.1725
8234,4.275,0,27.87,31.7825,30.2225
8235,4.2525,0,27.8525,31.6675,30.225
8236,4.255,0,27.8275,31.7275,30.28
8237,4.2525,0,27.975,31.5725,30.4425
8238,4.2525,0,28.045,31.535,30.38
8239,4.3,0,28.09,31.4425,30.4275
8240,4.305,0,28.1,31.46,30.265
8241,4.31,0,28.1025,31.5025,30.29
8242,4.3325,0,28.1375,31.3825,30.2525
8243,4.3175,0,28.3125,31.255,30.1925
8244,4.295,0,28.5,31.2175,30.23
8245,4.32,0,28.6325,31.0575,30.105
8246,4.35,0,28.62,31.075,30.2025
8247,4.3525,0,28.755,30.9275,30.0525
8248,4.3225,0,28.895,30.93,30.0725
8249,4.325,0,28.9725,30.8925,30.1225
8250,4.3425,0,29.095,30.8725,30.0925
8251,4.325,0,29.0525,30.8675,30.115
8252,4.2825,0,29.1125,30.865,30.0325
8253,4.325,0,29.1325,30.8075,29.935
8254,4.3175,0,29.3,30.7475,29.95
8255,4.2975,0,29.3375,30.6625,29.955
